dir,change,count
results/tsweep_t12_s3/Qwen3-8B,Il1ra -> IL1RN,2
results/tsweep_t12_s3/Qwen3-8B,Sdf1 -> CXCL12,1
results/tsweep_t12_s3/Qwen3-8B,TGF-β -> TGFB1,1
results/tsweep_t12_s3/Qwen3-8B,Cd11b -> ITGAM,1
results/tsweep_t12_s3/Qwen3-8B,ZCCHC6 -> TUT7,1
results/tsweep_t12_s3/Qwen3-8B,Lox1 -> OLR1,1
results/tsweep_t12_s3/Qwen3-8B,Il17 -> IL17A,1
results/tsweep_t12_s3/Qwen3-8B,Alk5 -> TGFBR1,1
results/tsweep_t12_s3/Qwen3-8B,NCAM -> NCAM1,1
results/tsweep_t12_s3/Qwen3-8B,NF-κB -> NFKB1,1
results/tsweep_t12_s3/Qwen3-8B,Ob-Rb -> LEPR,1
results/tsweep_t12_s3/Qwen3-8B,Nrf2 -> NFE2L2,1
results/tsweep_t12_s3/Qwen3-8B,IKKε -> IKBKE,1
results/tsweep_t12_s3/Qwen3-8B,L-PGDS -> PTGDS,1
results/tsweep_t12_s3/Qwen3-8B,β-catenin -> CTNNB1,1
results/tsweep_t12_s3/Qwen3-8B,Opg -> TNFRSF11B,1
results/tsweep_t12_s3/Qwen3-8B,PAR2 -> F2RL1,1
results/tsweep_t12_s3/Qwen3-8B,Perforin -> PRF1,1
results/tsweep_t12_s3/Qwen3-8B,A20 -> TNFAIP3,1
results/tsweep_t12_s3/Qwen3-8B,PCAF -> KAT2B,1
results/tsweep_t12_s3/Qwen3-8B,RSK3 -> RPS6KA2,2
results/tsweep_t12_s3/Qwen3-8B,OPN -> SPP1,1
results/tsweep_t12_s3/Qwen3-8B,p21 -> CDKN1A,1
results/tsweep_t12_s3/Qwen3-8B,TDP-43 -> TARDBP,1
results/tsweep_t12_s3/Qwen3-8B,PKCδ -> PRRT2,1
results/tsweep_t12_s3/Qwen3-8B,Atf6α -> ATF6,1
results/tsweep_t12_s3/Qwen3-8B,miR-181a-5p -> MIR-181A,2
results/tsweep_t12_s3/Qwen3-8B,Mir18a-3p -> MIR-18A,1
results/tsweep_t12_s3/Qwen3-8B,Nox2 -> CYBB,1
results/tsweep_t12_s3/Qwen3-8B,Glut1 -> SLC2A1,2
results/tsweep_t12_s3/Qwen3-8B,Tankyrase -> TNKS,2
results/tsweep_t12_s3/Qwen3-8B,miR-204-5p -> MIR-204,1
results/tsweep_t12_s3/Qwen3-8B,St2 -> IL1RL1,1
results/tsweep_t12_s3/Qwen3-8B,MiR-455-3p -> MIR-455,1
results/tsweep_t12_s3/Qwen3-8B,PAR-1 -> F2R,1
results/tsweep_t12_s3/Qwen3-8B,PAR-2 -> F2RL1,1
results/nothink_35/Qwen3.5-4B,ET-1 -> EDN1,1
results/nothink_35/Qwen3.5-4B,XOR -> XDH,1
results/nothink_35/Qwen3.5-4B,miR-9-5p -> MIR-9,1
results/nothink_35/Qwen3.5-4B,Hic-5 -> TGFB1I1,1
results/nothink_35/Qwen3.5-4B,miR-10a-5p -> MIR-10A,2
results/nothink_35/Qwen3.5-4B,PAR2 -> F2RL1,3
results/nothink_35/Qwen3.5-4B,Sclerostin -> SOST,3
results/nothink_35/Qwen3.5-4B,Rip3 -> RIPK3,3
results/nothink_35/Qwen3.5-4B,S-DCs -> SDC1,1
results/nothink_35/Qwen3.5-4B,CD59a -> CD59,1
results/nothink_35/Qwen3.5-4B,Mig6 -> ERRFI1,1
results/nothink_35/Qwen3.5-4B,SDF-1 -> CXCL12,2
results/nothink_35/Qwen3.5-4B,IL-1 ra -> IL1RN,1
results/nothink_35/Qwen3.5-4B,TGF-β -> TGFB1,1
results/nothink_35/Qwen3.5-4B,CD11b -> ITGAM,1
results/nothink_35/Qwen3.5-4B,Zcchc6 -> TUT7,1
results/nothink_35/Qwen3.5-4B,LOX-1 -> OLR1,1
results/nothink_35/Qwen3.5-4B,IL-1Ra -> IL1RN,1
results/nothink_35/Qwen3.5-4B,IL-17 -> IL17A,1
results/nothink_35/Qwen3.5-4B,Alk5 -> TGFBR1,1
results/nothink_35/Qwen3.5-4B,NCAM -> NCAM1,1
results/nothink_35/Qwen3.5-4B,NF-κB -> NFKB1,1
results/nothink_35/Qwen3.5-4B,tenascin-C -> TNC,2
results/nothink_35/Qwen3.5-4B,Ob-Rb -> LEPR,1
results/nothink_35/Qwen3.5-4B,Nrf2 -> NFE2L2,1
results/nothink_35/Qwen3.5-4B,Tenascin-C -> TNC,2
results/nothink_35/Qwen3.5-4B,IKKε -> IKBKE,1
results/nothink_35/Qwen3.5-4B,L-PGDS -> PTGDS,1
results/nothink_35/Qwen3.5-4B,Mig-6 -> ERRFI1,1
results/nothink_35/Qwen3.5-4B,c-Fos -> FOS,2
results/nothink_35/Qwen3.5-4B,β-catenin -> CTNNB1,1
results/nothink_35/Qwen3.5-4B,Opg -> TNFRSF11B,1
results/nothink_35/Qwen3.5-4B,perf -> FABP9,1
results/nothink_35/Qwen3.5-4B,galectin-3 -> LGALS3,1
results/nothink_35/Qwen3.5-4B,A20 -> TNFAIP3,1
results/nothink_35/Qwen3.5-4B,Decorin -> DCN,2
results/nothink_35/Qwen3.5-4B,Calcitonin -> CALCA,1
results/nothink_35/Qwen3.5-4B,PCAF -> KAT2B,1
results/nothink_35/Qwen3.5-4B,RSK-3 -> RPS6KA2,2
results/nothink_35/Qwen3.5-4B,Gm-csf -> CSF2,1
results/nothink_35/Qwen3.5-4B,Jmjd3 -> KDM6B,1
results/nothink_35/Qwen3.5-4B,Cox-2 -> PTGS2,1
results/nothink_35/Qwen3.5-4B,OPN -> SPP1,1
results/nothink_35/Qwen3.5-4B,p21 -> CDKN1A,1
results/nothink_35/Qwen3.5-4B,TDP-43 -> TARDBP,1
results/nothink_35/Qwen3.5-4B,PKCδ -> PRRT2,1
results/nothink_35/Qwen3.5-4B,Atf6 alpha -> ATF6,1
results/nothink_35/Qwen3.5-4B,miR-181a-5p -> MIR-181A,2
results/nothink_35/Qwen3.5-4B,miR-18a-3p -> MIR-18A,1
results/nothink_35/Qwen3.5-4B,Nox2 -> CYBB,1
results/nothink_35/Qwen3.5-4B,Glut1 -> SLC2A1,3
results/nothink_35/Qwen3.5-4B,Tankyrase -> TNKS,2
results/nothink_35/Qwen3.5-4B,miR-204-5p -> MIR-204,1
results/nothink_35/Qwen3.5-4B,miR-455-3p -> MIR-455,1
results/nothink_35/Qwen3.5-4B,PAR-2 -> F2RL1,1
results/nothink_35/Qwen3.5-4B,PAR-1 -> F2R,1
results/simple_8b/Qwen3-8B,ET1 -> EDN1,1
results/simple_8b/Qwen3-8B,miR-877-5p -> MIR-877,1
results/simple_8b/Qwen3-8B,XOR -> XDH,1
results/simple_8b/Qwen3-8B,miR-9-5p -> MIR-9,1
results/simple_8b/Qwen3-8B,Hic-5 -> TGFB1I1,1
results/simple_8b/Qwen3-8B,miR-10a-5p -> MIR-10A,2
results/simple_8b/Qwen3-8B,Par2 -> F2RL1,1
results/simple_8b/Qwen3-8B,Rip3 -> RIPK3,2
results/simple_8b/Qwen3-8B,TGF beta -> TGFB1,1
results/simple_8b/Qwen3-8B,CD59a -> CD59,1
results/simple_8b/Qwen3-8B,Mig6 -> ERRFI1,2
results/simple_8b/Qwen3-8B,SDF-1 -> CXCL12,1
results/simple_8b/Qwen3-8B,IL1RA -> IL1RN,1
results/simple_8b/Qwen3-8B,Sdf1 -> CXCL12,1
results/simple_8b/Qwen3-8B,TGF-β -> TGFB1,1
results/simple_8b/Qwen3-8B,Cd11b -> ITGAM,1
results/simple_8b/Qwen3-8B,ZCCHC6 -> TUT7,1
results/simple_8b/Qwen3-8B,LOX1 -> OLR1,1
results/simple_8b/Qwen3-8B,Il17 -> IL17A,1
results/simple_8b/Qwen3-8B,Alk5 -> TGFBR1,1
results/simple_8b/Qwen3-8B,NCAM -> NCAM1,1
results/simple_8b/Qwen3-8B,NF-κB -> NFKB1,1
results/simple_8b/Qwen3-8B,Ob-Rb -> LEPR,1
results/simple_8b/Qwen3-8B,Nrf2 -> NFE2L2,1
results/simple_8b/Qwen3-8B,IKKε -> IKBKE,1
results/simple_8b/Qwen3-8B,L-PGDS -> PTGDS,1
results/simple_8b/Qwen3-8B,PLA2 -> PLA2G1B,1
results/simple_8b/Qwen3-8B,JNK -> MAPK8,1
results/simple_8b/Qwen3-8B,c-Fos -> FOS,1
results/simple_8b/Qwen3-8B,Opg -> TNFRSF11B,1
results/simple_8b/Qwen3-8B,PAR2 -> F2RL1,1
results/simple_8b/Qwen3-8B,Perf -> FABP9,1
results/simple_8b/Qwen3-8B,A20 -> TNFAIP3,1
results/simple_8b/Qwen3-8B,PCAF -> KAT2B,1
results/simple_8b/Qwen3-8B,RSK3 -> RPS6KA2,1
results/simple_8b/Qwen3-8B,Gmcsf -> CSF2,1
results/simple_8b/Qwen3-8B,OPN -> SPP1,1
results/simple_8b/Qwen3-8B,p21 -> CDKN1A,1
results/simple_8b/Qwen3-8B,TDP-43 -> TARDBP,1
results/simple_8b/Qwen3-8B,Pkcδ -> PRRT2,1
results/simple_8b/Qwen3-8B,Atf6α -> ATF6,1
results/simple_8b/Qwen3-8B,miR-181a-5p -> MIR-181A,2
results/simple_8b/Qwen3-8B,MiR-18a-3p -> MIR-18A,1
results/simple_8b/Qwen3-8B,Nox2 -> CYBB,1
results/simple_8b/Qwen3-8B,Glut1 -> SLC2A1,2
results/simple_8b/Qwen3-8B,miR-204-5p -> MIR-204,1
results/simple_8b/Qwen3-8B,MiR-455-3p -> MIR-455,1
results/simple_8b/Qwen3-8B,PAR-1 -> F2R,1
results/simple_8b/Qwen3-8B,PAR-2 -> F2RL1,1
results/psweep_v3/Qwen3-8B,ET1 -> EDN1,1
results/psweep_v3/Qwen3-8B,miR-877-5p -> MIR-877,1
results/psweep_v3/Qwen3-8B,Xor -> XDH,1
results/psweep_v3/Qwen3-8B,miR-9-5p -> MIR-9,1
results/psweep_v3/Qwen3-8B,Hic-5 -> TGFB1I1,1
results/psweep_v3/Qwen3-8B,A3AR -> ADORA3,2
results/psweep_v3/Qwen3-8B,PAR2 -> F2RL1,3
results/psweep_v3/Qwen3-8B,Neutrophil elastase -> ELANE,1
results/psweep_v3/Qwen3-8B,Rip3 -> RIPK3,1
results/psweep_v3/Qwen3-8B,TGF beta -> TGFB1,1
results/psweep_v3/Qwen3-8B,CD59a -> CD59,1
results/psweep_v3/Qwen3-8B,Mig6 -> ERRFI1,2
results/psweep_v3/Qwen3-8B,SDF-1 -> CXCL12,2
results/psweep_v3/Qwen3-8B,Il1ra -> IL1RN,2
results/psweep_v3/Qwen3-8B,VEGFR-3 -> FLT4,1
results/psweep_v3/Qwen3-8B,BTZ -> CASC3,1
results/psweep_v3/Qwen3-8B,TGF-β -> TGFB1,1
results/psweep_v3/Qwen3-8B,Cd11b -> ITGAM,1
results/psweep_v3/Qwen3-8B,Zcchc6 -> TUT7,1
results/psweep_v3/Qwen3-8B,Lox1 -> OLR1,1
results/psweep_v3/Qwen3-8B,Il17 -> IL17A,1
results/psweep_v3/Qwen3-8B,Alk5 -> TGFBR1,1
results/psweep_v3/Qwen3-8B,Ncam -> NCAM1,2
results/psweep_v3/Qwen3-8B,NF-κB -> NFKB1,1
results/psweep_v3/Qwen3-8B,TNF-α -> TNF,1
results/psweep_v3/Qwen3-8B,caspase-3 -> CASP3,1
results/psweep_v3/Qwen3-8B,Ob-Rb -> LEPR,1
results/psweep_v3/Qwen3-8B,Nrf2 -> NFE2L2,1
results/psweep_v3/Qwen3-8B,IKKε -> IKBKE,1
results/psweep_v3/Qwen3-8B,L-PGDS -> PTGDS,1
results/psweep_v3/Qwen3-8B,JNK -> MAPK8,1
results/psweep_v3/Qwen3-8B,c-Fos -> FOS,1
results/psweep_v3/Qwen3-8B,Opg -> TNFRSF11B,1
results/psweep_v3/Qwen3-8B,Perf -> FABP9,1
results/psweep_v3/Qwen3-8B,A20 -> TNFAIP3,1
results/psweep_v3/Qwen3-8B,Lubricin -> PRG4,2
results/psweep_v3/Qwen3-8B,PCAF -> KAT2B,1
results/psweep_v3/Qwen3-8B,Rsk3 -> RPS6KA2,2
results/psweep_v3/Qwen3-8B,Gmcsf -> CSF2,1
results/psweep_v3/Qwen3-8B,OPN -> SPP1,1
results/psweep_v3/Qwen3-8B,p21 -> CDKN1A,1
results/psweep_v3/Qwen3-8B,TDP-43 -> TARDBP,1
results/psweep_v3/Qwen3-8B,Pkcd -> PRRT2,1
results/psweep_v3/Qwen3-8B,Atf6α -> ATF6,1
results/psweep_v3/Qwen3-8B,miR-181a-5p -> MIR-181A,2
results/psweep_v3/Qwen3-8B,MiR-18a-3p -> MIR-18A,1
results/psweep_v3/Qwen3-8B,Nox2 -> CYBB,1
results/psweep_v3/Qwen3-8B,Glut1 -> SLC2A1,3
results/psweep_v3/Qwen3-8B,Tankyrase -> TNKS,1
results/psweep_v3/Qwen3-8B,miR-204-5p -> MIR-204,1
results/psweep_v3/Qwen3-8B,St2 -> IL1RL1,1
results/psweep_v3/Qwen3-8B,Akt -> AKT1,1
results/psweep_v3/Qwen3-8B,MiR-455-3p -> MIR-455,1
results/psweep_v3/Qwen3-8B,PAR-2 -> F2RL1,1
results/psweep_v3/Qwen3-8B,PAR-1 -> F2R,1
results/qwen36_think/Qwen3.6-27B,ET-1 -> EDN1,1
results/qwen36_think/Qwen3.6-27B,XOR -> XDH,1
results/qwen36_think/Qwen3.6-27B,miR-9-5p -> MIR-9,1
results/qwen36_think/Qwen3.6-27B,Hic-5 -> TGFB1I1,1
results/qwen36_think/Qwen3.6-27B,miR-10a-5p -> MIR-10A,2
results/qwen36_think/Qwen3.6-27B,Rip3 -> RIPK3,3
results/qwen36_think/Qwen3.6-27B,CD59a -> CD59,1
results/qwen36_think/Qwen3.6-27B,Mig6 -> ERRFI1,1
results/qwen36_think/Qwen3.6-27B,SDF-1 -> CXCL12,2
results/qwen36_think/Qwen3.6-27B,IL1ra -> IL1RN,1
results/qwen36_think/Qwen3.6-27B,VEGFR-3 -> FLT4,1
results/qwen36_think/Qwen3.6-27B,TGF-β -> TGFB1,1
results/qwen36_think/Qwen3.6-27B,Cd11b -> ITGAM,1
results/qwen36_think/Qwen3.6-27B,Zcchc6 -> TUT7,1
results/qwen36_think/Qwen3.6-27B,LOX-1 -> OLR1,1
results/qwen36_think/Qwen3.6-27B,Il17 -> IL17A,1
results/qwen36_think/Qwen3.6-27B,Alk5 -> TGFBR1,1
results/qwen36_think/Qwen3.6-27B,NCAM -> NCAM1,2
results/qwen36_think/Qwen3.6-27B,NF-κB -> NFKB1,1
results/qwen36_think/Qwen3.6-27B,Ob-Rb -> LEPR,1
results/qwen36_think/Qwen3.6-27B,Nrf2 -> NFE2L2,1
results/qwen36_think/Qwen3.6-27B,IKKε -> IKBKE,1
results/qwen36_think/Qwen3.6-27B,L-PGDS -> PTGDS,1
results/qwen36_think/Qwen3.6-27B,JNK -> MAPK8,1
results/qwen36_think/Qwen3.6-27B,Mig-6 -> ERRFI1,1
results/qwen36_think/Qwen3.6-27B,Opg -> TNFRSF11B,1
results/qwen36_think/Qwen3.6-27B,PAR2 -> F2RL1,2
results/qwen36_think/Qwen3.6-27B,Perf -> FABP9,1
results/qwen36_think/Qwen3.6-27B,Galectin-3 -> LGALS3,1
results/qwen36_think/Qwen3.6-27B,A20 -> TNFAIP3,1
results/qwen36_think/Qwen3.6-27B,Calcitonin -> CALCA,1
results/qwen36_think/Qwen3.6-27B,Rsk3 -> RPS6KA2,2
results/qwen36_think/Qwen3.6-27B,Jmjd3 -> KDM6B,1
results/qwen36_think/Qwen3.6-27B,OPN -> SPP1,1
results/qwen36_think/Qwen3.6-27B,Cathepsin K -> CTSK,2
results/qwen36_think/Qwen3.6-27B,p21 -> CDKN1A,1
results/qwen36_think/Qwen3.6-27B,TDP-43 -> TARDBP,1
results/qwen36_think/Qwen3.6-27B,Atf6a -> ATF6,1
results/qwen36_think/Qwen3.6-27B,miR-181a-5p -> MIR-181A,2
results/qwen36_think/Qwen3.6-27B,miR-18a-3p -> MIR-18A,1
results/qwen36_think/Qwen3.6-27B,Nox2 -> CYBB,1
results/qwen36_think/Qwen3.6-27B,Glut1 -> SLC2A1,2
results/qwen36_think/Qwen3.6-27B,Tankyrase -> TNKS,1
results/qwen36_think/Qwen3.6-27B,miR-204-5p -> MIR-204,1
results/qwen36_think/Qwen3.6-27B,ST2 -> IL1RL1,1
results/qwen36_think/Qwen3.6-27B,miR-455-3p -> MIR-455,1
results/qwen36_think/Qwen3.6-27B,PAR-1 -> F2R,1
results/qwen36_think/Qwen3.6-27B,PAR-2 -> F2RL1,1
results/qthink_v1/Qwen3-8B,ET-1 -> EDN1,1
results/qthink_v1/Qwen3-8B,miR-877-5p -> MIR-877,1
results/qthink_v1/Qwen3-8B,XOR -> XDH,1
results/qthink_v1/Qwen3-8B,miR-9-5p -> MIR-9,1
results/qthink_v1/Qwen3-8B,Hic-5 -> TGFB1I1,1
results/qthink_v1/Qwen3-8B,miR-10a-5p -> MIR-10A,1
results/qthink_v1/Qwen3-8B,PAR2 -> F2RL1,3
results/qthink_v1/Qwen3-8B,Neutrophil elastase -> ELANE,1
results/qthink_v1/Qwen3-8B,TNF-alpha -> TNF,1
results/qthink_v1/Qwen3-8B,Rip3 -> RIPK3,2
results/qthink_v1/Qwen3-8B,RIP3 -> RIPK3,1
results/qthink_v1/Qwen3-8B,RAGE -> AGER,1
results/qthink_v1/Qwen3-8B,CD59a -> CD59,1
results/qthink_v1/Qwen3-8B,Mig6 -> ERRFI1,2
results/qthink_v1/Qwen3-8B,IL1RA -> IL1RN,3
results/qthink_v1/Qwen3-8B,VEGFR3 -> FLT4,1
results/qthink_v1/Qwen3-8B,SDF-1 -> CXCL12,1
results/qthink_v1/Qwen3-8B,CXCR4 -> CXCR4,1
results/qthink_v1/Qwen3-8B,TGF-β -> TGFB1,1
results/qthink_v1/Qwen3-8B,CD11b -> ITGAM,1
results/qthink_v1/Qwen3-8B,ZCCHC6 -> TUT7,1
results/qthink_v1/Qwen3-8B,LOX-1 -> OLR1,1
results/qthink_v1/Qwen3-8B,IL17 -> IL17A,1
results/qthink_v1/Qwen3-8B,ALK5 -> TGFBR1,1
results/qthink_v1/Qwen3-8B,NCAM -> NCAM1,1
results/qthink_v1/Qwen3-8B,NF-κB -> NFKB1,1
results/qthink_v1/Qwen3-8B,Ob-Rb -> LEPR,1
results/qthink_v1/Qwen3-8B,Nrf2 -> NFE2L2,1
results/qthink_v1/Qwen3-8B,OSM -> OSM,1
results/qthink_v1/Qwen3-8B,TNF -> TNF,1
results/qthink_v1/Qwen3-8B,IKKε -> IKBKE,1
results/qthink_v1/Qwen3-8B,L-PGDS -> PTGDS,1
results/qthink_v1/Qwen3-8B,JNK -> MAPK8,1
results/qthink_v1/Qwen3-8B,Mig-6 -> ERRFI1,1
results/qthink_v1/Qwen3-8B,FoxO1 -> FOXO1,4
results/qthink_v1/Qwen3-8B,FoxO3 -> FOXO3,4
results/qthink_v1/Qwen3-8B,FoxO4 -> FOXO4,4
results/qthink_v1/Qwen3-8B,c-Fos -> FOS,1
results/qthink_v1/Qwen3-8B,OPG -> TNFRSF11B,1
results/qthink_v1/Qwen3-8B,CCL2 -> CCL2,2
results/qthink_v1/Qwen3-8B,CCR2 -> CCR2,2
results/qthink_v1/Qwen3-8B,Lumican -> LUM,1
results/qthink_v1/Qwen3-8B,Fibromodulin -> FMOD,1
results/qthink_v1/Qwen3-8B,miR-141 -> MIR-141,2
results/qthink_v1/Qwen3-8B,miR-200c -> MIR-200C,2
results/qthink_v1/Qwen3-8B,Perf -> FABP9,1
results/qthink_v1/Qwen3-8B,A20 -> TNFAIP3,1
results/qthink_v1/Qwen3-8B,5-LOX -> ALOX5,1
results/qthink_v1/Qwen3-8B,TNFα -> TNF,1
results/qthink_v1/Qwen3-8B,PCAF -> KAT2B,1
results/qthink_v1/Qwen3-8B,RSK-3 -> RPS6KA2,1
results/qthink_v1/Qwen3-8B,Gmcsf -> CSF2,1
results/qthink_v1/Qwen3-8B,Jmjd3 -> KDM6B,1
results/qthink_v1/Qwen3-8B,Cox2 -> PTGS2,1
results/qthink_v1/Qwen3-8B,ApoE -> APOE,1
results/qthink_v1/Qwen3-8B,S100a9 -> S100A9,1
results/qthink_v1/Qwen3-8B,TDP-43 -> TARDBP,1
results/qthink_v1/Qwen3-8B,PKCδ -> PRRT2,1
results/qthink_v1/Qwen3-8B,Atf6α -> ATF6,1
results/qthink_v1/Qwen3-8B,miR-181a-5p -> MIR-181A,1
results/qthink_v1/Qwen3-8B,MiR-18a-3p -> MIR-18A,1
results/qthink_v1/Qwen3-8B,LPA1 -> LPAR1,2
results/qthink_v1/Qwen3-8B,Nox2 -> CYBB,1
results/qthink_v1/Qwen3-8B,BMP-4 -> BMP4,1
results/qthink_v1/Qwen3-8B,sFlt-1 -> SFLT1,1
results/qthink_v1/Qwen3-8B,Glut1 -> SLC2A1,2
results/qthink_v1/Qwen3-8B,miR-204-5p -> MIR-204,1
results/qthink_v1/Qwen3-8B,IL-33 -> IL33,1
results/qthink_v1/Qwen3-8B,ST2 -> IL1RL1,1
results/qthink_v1/Qwen3-8B,miR-455-3p -> MIR-455,1
results/qthink_v1/Qwen3-8B,HIF-2α -> EPAS1,1
results/qthink_v1/Qwen3-8B,ADAMTS4 -> ADAMTS4,1
results/qthink_v1/Qwen3-8B,ADAMTS5 -> ADAMTS5,1
results/qthink_v1/Qwen3-8B,PAR-1 -> F2R,1
results/qthink_v1/Qwen3-8B,PAR-2 -> F2RL1,1
results/qthink_v1/Qwen3-8B,GC (glucosamine -> GCGLUCOSAMINE,1
results/qthink_v1/Qwen3-8B,chitooligosaccharides) -> CHITOOLIGOSACCHARIDES,1
results/psweep_v6lite/Qwen3-8B,ETB -> EDNRB,2
results/psweep_v6lite/Qwen3-8B,P53 -> TP53,1
results/psweep_v6lite/Qwen3-8B,RIP3 -> RIPK3,2
results/psweep_v6lite/Qwen3-8B,SDF-1 -> CXCL12,1
results/psweep_v6lite/Qwen3-8B,CD11B -> ITGAM,2
results/psweep_v6lite/Qwen3-8B,ZCCHC6 -> TUT7,1
results/psweep_v6lite/Qwen3-8B,LOX1 -> OLR1,2
results/psweep_v6lite/Qwen3-8B,ALK5 -> TGFBR1,1
results/psweep_v6lite/Qwen3-8B,NRF2 -> NFE2L2,1
results/psweep_v6lite/Qwen3-8B,CFOS -> FOS,1
results/psweep_v6lite/Qwen3-8B,PAR2 -> F2RL1,3
results/psweep_v6lite/Qwen3-8B,AKT -> AKT1,1
results/psweep_v6lite/Qwen3-8B,Jmjd3 -> KDM6B,1
results/psweep_v6lite/Qwen3-8B,COX-2 -> PTGS2,1
results/psweep_v6lite/Qwen3-8B,ATF6A -> ATF6,1
results/psweep_v6lite/Qwen3-8B,GLUT1 -> SLC2A1,3
results/psweep_v6lite/Qwen3-8B,ST2 -> IL1RL1,2
results/psweep_v6lite/Qwen3-8B,PAR1 -> F2R,1
results/qwen36_v3/Qwen3.6-27B,ET-1 -> EDN1,1
results/qwen36_v3/Qwen3.6-27B,XOR -> XDH,1
results/qwen36_v3/Qwen3.6-27B,miR-9-5p -> MIR-9,1
results/qwen36_v3/Qwen3.6-27B,Hic-5 -> TGFB1I1,1
results/qwen36_v3/Qwen3.6-27B,miR-10a-5p -> MIR-10A,2
results/qwen36_v3/Qwen3.6-27B,Rip3 -> RIPK3,3
results/qwen36_v3/Qwen3.6-27B,CD59a -> CD59,1
results/qwen36_v3/Qwen3.6-27B,Mig6 -> ERRFI1,1
results/qwen36_v3/Qwen3.6-27B,SDF-1 -> CXCL12,2
results/qwen36_v3/Qwen3.6-27B,IL1ra -> IL1RN,1
results/qwen36_v3/Qwen3.6-27B,VEGFR-3 -> FLT4,1
results/qwen36_v3/Qwen3.6-27B,TGF-β -> TGFB1,1
results/qwen36_v3/Qwen3.6-27B,Cd11b -> ITGAM,1
results/qwen36_v3/Qwen3.6-27B,Zcchc6 -> TUT7,1
results/qwen36_v3/Qwen3.6-27B,LOX-1 -> OLR1,1
results/qwen36_v3/Qwen3.6-27B,Il17 -> IL17A,1
results/qwen36_v3/Qwen3.6-27B,Alk5 -> TGFBR1,1
results/qwen36_v3/Qwen3.6-27B,NCAM -> NCAM1,2
results/qwen36_v3/Qwen3.6-27B,NF-κB -> NFKB1,1
results/qwen36_v3/Qwen3.6-27B,Ob-Rb -> LEPR,1
results/qwen36_v3/Qwen3.6-27B,Nrf2 -> NFE2L2,1
results/qwen36_v3/Qwen3.6-27B,IKKε -> IKBKE,1
results/qwen36_v3/Qwen3.6-27B,L-PGDS -> PTGDS,1
results/qwen36_v3/Qwen3.6-27B,JNK -> MAPK8,1
results/qwen36_v3/Qwen3.6-27B,Mig-6 -> ERRFI1,1
results/qwen36_v3/Qwen3.6-27B,Opg -> TNFRSF11B,1
results/qwen36_v3/Qwen3.6-27B,PAR2 -> F2RL1,2
results/qwen36_v3/Qwen3.6-27B,Perf -> FABP9,1
results/qwen36_v3/Qwen3.6-27B,Galectin-3 -> LGALS3,1
results/qwen36_v3/Qwen3.6-27B,A20 -> TNFAIP3,1
results/qwen36_v3/Qwen3.6-27B,Calcitonin -> CALCA,1
results/qwen36_v3/Qwen3.6-27B,Rsk3 -> RPS6KA2,2
results/qwen36_v3/Qwen3.6-27B,Jmjd3 -> KDM6B,1
results/qwen36_v3/Qwen3.6-27B,OPN -> SPP1,1
results/qwen36_v3/Qwen3.6-27B,Cathepsin K -> CTSK,2
results/qwen36_v3/Qwen3.6-27B,p21 -> CDKN1A,1
results/qwen36_v3/Qwen3.6-27B,TDP-43 -> TARDBP,1
results/qwen36_v3/Qwen3.6-27B,Atf6a -> ATF6,1
results/qwen36_v3/Qwen3.6-27B,miR-181a-5p -> MIR-181A,2
results/qwen36_v3/Qwen3.6-27B,miR-18a-3p -> MIR-18A,1
results/qwen36_v3/Qwen3.6-27B,Nox2 -> CYBB,1
results/qwen36_v3/Qwen3.6-27B,Glut1 -> SLC2A1,2
results/qwen36_v3/Qwen3.6-27B,Tankyrase -> TNKS,1
results/qwen36_v3/Qwen3.6-27B,miR-204-5p -> MIR-204,1
results/qwen36_v3/Qwen3.6-27B,ST2 -> IL1RL1,1
results/qwen36_v3/Qwen3.6-27B,miR-455-3p -> MIR-455,1
results/qwen36_v3/Qwen3.6-27B,PAR-1 -> F2R,1
results/qwen36_v3/Qwen3.6-27B,PAR-2 -> F2RL1,1
results/dev/Qwen3-8B,ET-1 -> EDN1,1
results/dev/Qwen3-8B,XOR -> XDH,1
results/dev/Qwen3-8B,Hic-5 -> TGFB1I1,1
results/dev/Qwen3-8B,Adenosine A3 receptor -> ADORA3,2
results/dev/Qwen3-8B,miR-10a-5p -> MIR-10A,1
results/dev/Qwen3-8B,Rip3 -> RIPK3,1
results/dev/Qwen3-8B,CD59a -> CD59,1
results/dev/Qwen3-8B,Mig6 -> ERRFI1,1
results/dev/Qwen3-8B,SDF-1 -> CXCL12,2
results/dev/Qwen3-8B,IL1RA -> IL1RN,1
results/dev/Qwen3-8B,VEGFR-3 -> FLT4,1
results/dev/Qwen3-8B,BTZ -> CASC3,1
results/dev/Qwen3-8B,TGF-β -> TGFB1,1
results/dev/Qwen3-8B,Cd11b -> ITGAM,1
results/dev/Qwen3-8B,ZCCHC6 -> TUT7,1
results/dev/Qwen3-8B,LOX-1 -> OLR1,1
results/dev/Qwen3-8B,Il17 -> IL17A,1
results/dev/Qwen3-8B,Alk5 -> TGFBR1,1
results/dev/Qwen3-8B,NCAM -> NCAM1,2
results/dev/Qwen3-8B,Ob-Rb -> LEPR,1
results/dev/Qwen3-8B,Nrf2 -> NFE2L2,1
results/dev/Qwen3-8B,IKKε -> IKBKE,1
